name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Toon Cyber Dragon,Toon Monster,effect,Machine,,2100.0,1600.0,5.0,LIGHT,415859,10,2,8
Toon Dark Magician,Toon Monster,effect,Spellcaster,,2500.0,2100.0,7.0,DARK,418047,21,6,15
Toon Dark Magician Girl,Toon Monster,effect,Spellcaster,,2000.0,1700.0,6.0,DARK,210137,18,7,11
Toon Defense,Trap Card,trap,Continuous,,,,,,96717,2,0,2
Toon Gemini Elf,Toon Monster,effect,Spellcaster,,1900.0,900.0,4.0,EARTH,318555,9,5,4
Toon Goblin Attack Force,Toon Monster,effect,Warrior,,2300.0,0.0,4.0,EARTH,202726,5,2,3
Toon Harpie Lady,Toon Monster,effect,Winged Beast,,1300.0,1400.0,4.0,WIND,240699,11,1,10
Toon Kingdom,Spell Card,spell,Field,,,,,,421911,18,3,15
Toon Mask,Trap Card,trap,Normal,,,,,,137989,8,0,8
Toon Masked Sorcerer,Toon Monster,effect,Spellcaster,,900.0,1400.0,4.0,DARK,201204,1,1,0
Toon Mayhem!,Skill Card,skill,Pegasus,,,,,,10546,0,0,0
Toon Mermaid,Toon Monster,effect,Aqua,,1400.0,1500.0,4.0,WATER,345419,10,3,7
Toon Page-Flip,Spell Card,spell,Quick-Play,,,,,,254365,7,0,7
Toon Rollback,Spell Card,spell,Normal,,,,,,147886,3,0,3
Toon Summoned Skull,Toon Monster,effect,Fiend,,2500.0,1200.0,6.0,DARK,228920,17,3,14
Toon Table of Contents,Spell Card,spell,Normal,,,,,,879960,16,2,14
Toon Terror,Trap Card,trap,Counter,,,,,,213686,1,0,1
Toon World,Spell Card,spell,Continuous,,,,,,442213,16,8,8
Top Runner,Tuner Monster,effect,Machine,,1100.0,800.0,4.0,WIND,30780,0,1,-1
Top Share,Spell Card,spell,Normal,,,,,,43675,1,1,0
Topologic Blaster Dragon,Link Monster,link,Cyberse,,3500.0,,,DARK,32341,0,0,0
Topologic Bomber Dragon,Link Monster,link,Cyberse,,3000.0,,,DARK,743028,18,4,14
Topologic Gumblar Dragon,Link Monster,link,Cyberse,Forbidden,3000.0,,,DARK,150954,12,7,5
Topologic Trisbaena,Link Monster,link,Cyberse,,2500.0,,0.0,DARK,582695,8,1,7
Topologic Zeroboros,Link Monster,link,Cyberse,,3000.0,,,DARK,578961,26,2,24
Torapart,Tuner Monster,effect,Warrior,,600.0,600.0,2.0,DARK,36293,1,0,1
Torment Token,Token,token,Fiend,,,,,,5749,3,1,2
Tornado,Spell Card,spell,Quick-Play,,,,,,54684,2,0,2
Tornado Bird,Flip Effect Monster,effect,Winged Beast,,1100.0,1000.0,4.0,WIND,136970,2,2,0
Tornado Dragon,XYZ Monster,xyz,Wyrm,,2100.0,2000.0,4.0,WIND,1863039,24,5,19
Tornado Wall,Trap Card,trap,Continuous,,,,,,273555,2,0,2
Torpedo Fish,Effect Monster,effect,Fish,,1000.0,1000.0,3.0,WATER,77768,1,0,1
Torpedo Takedown,Spell Card,spell,Normal,,,,,,50923,3,0,3
Torque Tune Gear,Tuner Monster,effect,Machine,,0.0,0.0,1.0,LIGHT,49561,3,1,2
Torrential Reborn,Trap Card,trap,Normal,,,,,,111805,3,0,3
Torrential Tribute,Trap Card,trap,Normal,,,,,,2316706,25,4,21
Total Defense Shogun,Effect Monster,effect,Warrior,,1550.0,2500.0,6.0,DARK,33491,7,0,7
Totem Bird,XYZ Monster,xyz,Winged Beast,,1900.0,1400.0,3.0,WIND,244586,4,1,3
Totem Dragon,Effect Monster,effect,Dragon,,400.0,200.0,2.0,EARTH,67249,2,1,1
Totem Five,Effect Monster,effect,Rock,,500.0,200.0,3.0,FIRE,16305,2,0,2
Totem Pole,Trap Card,trap,Continuous,,,,,,13802,0,0,0
Tour Bus From the Underworld,Effect Monster,effect,Fiend,,1000.0,1000.0,3.0,DARK,55859,2,2,0
Tour Bus To Forbidden Realms,Flip Effect Monster,effect,Fiend,,600.0,1000.0,3.0,DARK,28189,0,2,-2
Tour Guide From the Underworld,Effect Monster,effect,Fiend,,1000.0,600.0,3.0,DARK,1192141,20,6,14
Tour of Doom,Trap Card,trap,Continuous,,,,,,99481,7,2,5
Tower of Babel,Trap Card,trap,Continuous,,,,,,82424,1,1,0
Toxic Boxfish,Synchro Monster,synchro,Fish,,1800.0,800.0,4.0,WATER,31120,0,0,0
Toy Box,Spell Card,spell,Continuous,,,,,,244180,0,0,0
Toy Knight,Effect Monster,effect,Machine,,200.0,1200.0,4.0,EARTH,45250,3,0,3
Toy Magician,Effect Monster,effect,Spellcaster,,1600.0,1500.0,4.0,LIGHT,38304,4,1,3
Toy Parade,Spell Card,spell,Normal,,,,,,17959,0,0,0
Toy Soldier,Effect Monster,effect,Warrior,,1500.0,1000.0,4.0,LIGHT,232683,0,0,0
Toy Tank,Effect Monster,effect,Machine,,1000.0,2100.0,4.0,LIGHT,146756,0,0,0
Toy Vendor,Spell Card,spell,Continuous,,,,,,288177,7,0,7
Trackblack,Link Monster,link,Cyberse,,1200.0,,,LIGHT,88434,7,0,7
Trade-In,Spell Card,spell,Normal,,,,,,2839569,14,4,10
Tradetoad,Effect Monster,effect,Aqua,,100.0,2000.0,1.0,WATER,65467,0,0,0
Trading Places,Spell Card,spell,Quick-Play,,,,,,15497,0,0,0
Traffic Ghost,Link Monster,link,Cyberse,,1800.0,,0.0,DARK,43351,5,3,2
Tragedy,Trap Card,trap,Normal,,,,,,70396,5,1,4
Tragic Twin Twined Jewels,Spell Card,spell,Equip,,,,,,14157,0,0,0
Tragoedia,Effect Monster,effect,Fiend,,-1.0,-1.0,10.0,DARK,412586,8,3,5
Train Connection,Spell Card,spell,Equip,,,,,,47139,5,0,5
"Training Fur Hire, Fur All Your Training Needs",Trap Card,trap,Continuous,,,,,,69778,6,2,4
Trakodon,Normal Monster,normal,Dinosaur,,1300.0,800.0,3.0,EARTH,35583,7,2,5
Trance Archfiend,Effect Monster,effect,Fiend,,1500.0,500.0,4.0,DARK,70435,3,0,3
Trance the Magic Swordsman,Normal Monster,normal,Spellcaster,,2600.0,200.0,6.0,EARTH,44300,7,1,6
Trancefamiliar,Effect Monster,effect,Psychic,,0.0,0.0,1.0,DARK,13443,3,1,2
Transaction Rollback,Trap Card,trap,Normal,,,,,,467400,0,0,0
Transcendent Wings,Spell Card,spell,Quick-Play,,,,,,224145,10,1,9
Transcendosaurus Drillygnathus,XYZ Monster,xyz,Dinosaur,,3000.0,2300.0,6.0,WIND,55276,0,0,0
Transcendosaurus Exaraptor,Link Monster,link,Dinosaur,,3000.0,,,DARK,36494,0,0,0
Transcendosaurus Gigantozowler,Fusion Monster,fusion,Dinosaur,,3800.0,2000.0,12.0,EARTH,101950,0,0,0
Transcendosaurus Glaciasaurus,Synchro Monster,synchro,Dinosaur,,3600.0,2700.0,12.0,WATER,82658,0,0,0
Transcendosaurus Meteorus,Effect Monster,effect,Dinosaur,,3500.0,700.0,12.0,FIRE,66425,0,0,0
Transcicada,Tuner Monster,effect,Insect,,800.0,1000.0,3.0,EARTH,37460,1,1,0
Transcode Talker,Link Monster,link,Cyberse,,2300.0,,0.0,EARTH,756577,15,6,9
Transforming Sphere,Effect Monster,effect,Winged Beast,,100.0,100.0,3.0,WIND,16470,1,1,0
Transmigration Break,Trap Card,trap,Continuous,,,,,,26361,5,0,5
Transmission Gear,Trap Card,trap,Normal,,,,,,28412,6,0,6
Transmodify,Spell Card,spell,Normal,,,,,,218953,4,1,3
Transonic Bird,Ritual Effect Monster,ritual,Winged Beast,,0.0,2400.0,4.0,DARK,22673,0,0,0
Trap Dustshoot,Trap Card,trap,Normal,Forbidden,,,,,337794,7,0,7
Trap Eater,Tuner Monster,effect,Fiend,,1900.0,1600.0,4.0,DARK,97220,3,2,1
Trap Gatherer,Spell Card,spell,Equip,,,,,,26143,0,0,0
Trap Hole,Trap Card,trap,Normal,,,,,,573989,17,7,10
Trap Hole of Spikes,Trap Card,trap,Normal,,,,,,115782,5,0,5
Trap Jammer,Trap Card,trap,Counter,,,,,,160700,102,1,101
Trap Master,Flip Effect Monster,effect,Warrior,,500.0,1100.0,3.0,EARTH,72288,2,1,1
Trap of Board Eraser,Trap Card,trap,Counter,,,,,,66254,2,0,2
Trap of Darkness,Trap Card,trap,Normal,,,,,,40454,3,0,3
Trap of the Imperial Tomb,Trap Card,trap,Normal,,,,,,42403,1,0,1
Trap Reactor Y FI,Effect Monster,effect,Machine,,800.0,1800.0,4.0,DARK,48910,2,1,1
Trap Reclamation,Trap Card,trap,Normal,,,,,,24828,0,0,0
Trap Stun,Trap Card,trap,Normal,,,,,,201619,5,0,5
Trap Tracks,Trap Card,trap,Normal,,,,,,89198,0,0,0
Trap Trick,Trap Card,trap,Normal,,,,,,1858268,16,2,14
Traptantalizing Tune,Spell Card,spell,Normal,,,,,,209492,0,0,0
Traptrip Garden,Spell Card,spell,Field,,,,,,185572,0,0,0
Traptrix Allomerus,XYZ Monster,xyz,Insect,,2200.0,600.0,4.0,EARTH,295615,11,4,7
Traptrix Arachnocampa,Effect Monster,effect,Insect,,1300.0,1500.0,4.0,EARTH,252027,0,0,0
Traptrix Atrax,Effect Monster,effect,Insect,,1800.0,1000.0,4.0,EARTH,159172,5,1,4
Traptrix Atypus,Link Monster,link,Insect,,1800.0,,,EARTH,189054,0,0,0
Traptrix Cularia,Link Monster,link,Plant,,1800.0,,,EARTH,179353,8,0,8
Traptrix Dionaea,Effect Monster,effect,Plant,,1700.0,1100.0,4.0,EARTH,476977,13,0,13
Traptrix Genlisea,Effect Monster,effect,Plant,,1200.0,1600.0,4.0,EARTH,108758,4,0,4
Traptrix Holeutea,Trap Card,trap,Normal,,,,,,292499,0,0,0
Traptrix Mantis,Effect Monster,effect,Insect,,1500.0,1300.0,4.0,EARTH,476585,3,1,2
Traptrix Myrmeleo,Effect Monster,effect,Insect,,1600.0,1200.0,4.0,EARTH,552682,11,1,10
Traptrix Nepenthes,Effect Monster,effect,Plant,,800.0,2000.0,4.0,EARTH,165769,6,3,3
Traptrix Pinguicula,XYZ Monster,xyz,Plant,,2500.0,300.0,4.0,EARTH,203853,0,0,0
Traptrix Pudica,Effect Monster,effect,Plant,,900.0,1900.0,4.0,EARTH,276274,0,0,0
Traptrix Rafflesia,XYZ Monster,xyz,Plant,,300.0,2500.0,4.0,EARTH,531801,25,2,23
Traptrix Sera,Link Monster,link,Plant,,800.0,,,EARTH,406360,39,9,30
Traptrix Trap Hole Nightmare,Trap Card,trap,Normal,,,,,,385441,6,1,5
Traptrix Vesiculo,Effect Monster,effect,Plant,,1400.0,1400.0,4.0,EARTH,162152,10,3,7
Treacherous Trap Hole,Trap Card,trap,Normal,,,,,,207950,12,0,12
Treasure Map,Trap Card,trap,Normal,,,,,,14195,0,0,0
Treasure Panda,Effect Monster,effect,Beast,,1100.0,2000.0,4.0,EARTH,161602,3,1,2
Treasure Panther,Flip Effect Monster,effect,Beast,,100.0,100.0,1.0,EARTH,32036,0,0,0
Treasures of the Kings,Spell Card,spell,Field,,,,,,236899,0,0,0
Treaty on Uniform Nomenclature,Trap Card,trap,Normal,,,,,,30516,2,0,2
Tree Otter,Effect Monster,effect,Beast,,1200.0,100.0,2.0,WATER,58755,5,0,5
Treeborn Frog,Effect Monster,effect,Aqua,,100.0,100.0,1.0,WATER,362262,5,0,5
Tremendous Fire,Spell Card,spell,Normal,,,,,,308657,5,2,3
Trent,Normal Monster,normal,Plant,,1500.0,1800.0,5.0,EARTH,120575,3,0,3
Tri-and-Guess,Trap Card,trap,Normal,,,,,,148016,3,0,3
Tri-Blaze Accelerator,Spell Card,spell,Continuous,,,,,,65838,3,1,2
Tri-Brigade Airborne Assault,Spell Card,spell,Quick-Play,,,,,,122114,3,0,3
Tri-Brigade Arms Bucephalus II,Link Monster,link,Winged Beast,,3500.0,,,DARK,432689,0,0,0
Tri-Brigade Arms Mouser,Link Monster,link,Beast,,1800.0,,,EARTH,103404,0,0,0
Tri-Brigade Bearbrumm the Rampant Rampager,Link Monster,link,Beast,,1700.0,,,FIRE,270962,4,3,1
Tri-Brigade Ferrijit the Barren Blossom,Link Monster,link,Beast,,1600.0,,,EARTH,744613,28,1,27
Tri-Brigade Fraktall,Effect Monster,effect,Beast-Warrior,,1900.0,1600.0,4.0,FIRE,874083,4,1,3
Tri-Brigade Hammer,Spell Card,spell,Quick-Play,,,,,,32956,0,0,0
Tri-Brigade Kerass,Effect Monster,effect,Beast,,1200.0,1500.0,2.0,EARTH,526607,4,1,3
Tri-Brigade Kitt,Effect Monster,effect,Beast,,700.0,1000.0,2.0,FIRE,543256,7,0,7
Tri-Brigade Mercourier,Effect Monster,effect,Winged Beast,,800.0,0.0,4.0,DARK,667521,0,0,0
Tri-Brigade Nervall,Effect Monster,effect,Winged Beast,,0.0,2000.0,1.0,WIND,610020,3,3,0
Tri-Brigade Oath,Trap Card,trap,Normal,,,,,,87332,2,0,2
Tri-Brigade Rendezvous,Spell Card,spell,Quick-Play,,,,,,68029,2,0,2
Tri-Brigade Revolt,Trap Card,trap,Normal,,,,,,368204,2,1,1
Tri-Brigade Roar,Spell Card,spell,Quick-Play,,,,,,45526,0,0,0
Tri-Brigade Rugal the Silver Sheller,Link Monster,link,Beast-Warrior,,2300.0,,,EARTH,363338,6,0,6
Tri-Brigade Showdown,Spell Card,spell,Continuous,,,,,,29118,0,0,0
Tri-Brigade Shuraig the Ominous Omen,Link Monster,link,Winged Beast,,3000.0,,,DARK,781393,9,0,9
Tri-Brigade Springans Kitt,Effect Monster,effect,Beast,,1700.0,1000.0,4.0,LIGHT,229807,0,0,0
Tri-Brigade Stand-Off,Spell Card,spell,Continuous,,,,,,70535,1,0,1
Tri-Edge Levia,XYZ Monster,xyz,Sea Serpent,,1800.0,1500.0,3.0,WATER,81164,3,0,3
Tri-Edge Master,Synchro Monster,synchro,Warrior,,2100.0,1800.0,6.0,LIGHT,157394,0,0,0
Tri-Gate Wizard,Link Monster,link,Cyberse,,2200.0,,,EARTH,363309,11,1,10
Tri-Horned Dragon,Normal Monster,normal,Dragon,,2850.0,2350.0,8.0,DARK,328433,34,2,32
Tri-Wight,Spell Card,spell,Normal,,,,,,172383,8,0,8
Trial and Tribulation,Spell Card,spell,Normal,,,,,,28377,0,3,-3
Trial of Nightmare,Normal Monster,normal,Fiend,,1300.0,900.0,4.0,DARK,333261,10,1,9
Trial of the Princesses,Spell Card,spell,Equip,,,,,,51243,1,0,1
Triamid Cruiser,Spell Card,spell,Field,,,,,,46728,2,0,2
Triamid Dancer,Effect Monster,effect,Rock,,600.0,1900.0,3.0,EARTH,48187,6,2,4
Triamid Fortress,Spell Card,spell,Field,,,,,,47421,1,1,0
Triamid Hunter,Effect Monster,effect,Rock,,1400.0,1100.0,3.0,EARTH,52558,6,0,6
Triamid Kingolem,Spell Card,spell,Field,,,,,,40677,5,1,4
Triamid Loading,Spell Card,spell,Continuous,,,,,,26450,4,0,4
Triamid Master,Effect Monster,effect,Rock,,1800.0,700.0,4.0,EARTH,50679,5,0,5
Triamid Pulse,Trap Card,trap,Continuous,,,,,,36547,5,0,5
Triamid Sphinx,Effect Monster,effect,Rock,,2500.0,2500.0,10.0,EARTH,65228,10,0,10
Triangle Ecstasy Spark,Spell Card,spell,Normal,,,,,,93073,6,4,2
Triangle O,Spell Card,spell,Normal,,,,,,15713,0,0,0
Triangle Power,Spell Card,spell,Normal,,,,,,67022,6,0,6
Trias Hierarchia,Effect Monster,effect,Fairy,,1900.0,2900.0,9.0,LIGHT,441274,2,1,1
Tribal Synergy,Skill Card,skill,Mai,,,,,,15031,15,2,13
Tribe Drive,Trap Card,trap,Normal,,,,,,10485,2,0,2
Tribe-Infecting Virus,Effect Monster,effect,Aqua,,1600.0,1000.0,4.0,WATER,514316,14,0,14
Tribe-Shocking Virus,Effect Monster,effect,Thunder,,1700.0,1000.0,4.0,WATER,32393,2,0,2
Tribute Burial,Spell Card,spell,Normal,,,,,,70452,2,0,2
Tribute Doll,Spell Card,spell,Normal,,,,,,134437,3,0,3
Tribute to the Doomed,Spell Card,spell,Normal,,,,,,524516,6,2,4
Trick Box,Trap Card,trap,Normal,,,,,,20491,1,0,1
Trickstar Aqua Angel,Effect Monster,effect,Fairy,,0.0,0.0,4.0,WATER,71475,0,0,0
Trickstar Band Drumatis,Fusion Monster,fusion,Fairy,,2000.0,1000.0,6.0,LIGHT,38621,0,0,0
Trickstar Band Sweet Guitar,Fusion Monster,fusion,Fairy,,2200.0,1200.0,7.0,LIGHT,76502,12,4,8
Trickstar Bella Madonna,Link Monster,link,Fairy,,2800.0,,0.0,LIGHT,124810,17,2,15
Trickstar Black Catbat,Link Monster,link,Fairy,,2000.0,,0.0,LIGHT,95167,10,0,10
Trickstar Bloom,Link Monster,link,Fairy,,100.0,,0.0,LIGHT,131582,6,1,5
Trickstar Bouquet,Spell Card,spell,Quick-Play,,,,,,60370,4,0,4
Trickstar Candina,Effect Monster,effect,Fairy,,1800.0,400.0,4.0,LIGHT,422121,20,10,10
Trickstar Colchica,Link Monster,link,Fairy,,200.0,,,LIGHT,43587,0,0,0
Trickstar Corobane,Effect Monster,effect,Fairy,,2000.0,1000.0,5.0,LIGHT,318515,26,1,25
Trickstar Crimson Heart,Link Monster,link,Fairy,,2000.0,,,LIGHT,109251,11,4,7
Trickstar Delfiendium,Link Monster,link,Fairy,,2200.0,,0.0,LIGHT,83835,4,0,4
Trickstar Diffusion,Trap Card,trap,Normal,,,,,,22909,0,0,0
Trickstar Divaridis,Link Monster,link,Fairy,,1800.0,,,LIGHT,86703,3,0,3
Trickstar Festival,Spell Card,spell,Normal,,,,,,154797,15,1,14
Trickstar Foxglove Witch,Link Monster,link,Fairy,,2200.0,,0.0,LIGHT,133987,8,1,7
Trickstar Fusion,Spell Card,spell,Normal,,,,,,68114,4,4,0
Trickstar Holly Angel,Link Monster,link,Fairy,,2000.0,,,LIGHT,209635,15,3,12
Trickstar Hoody,Effect Monster,effect,Fairy,,600.0,1800.0,2.0,LIGHT,49196,0,0,0
Trickstar Light Arena,Spell Card,spell,Field,,,,,,72239,5,0,5
Trickstar Light Stage,Spell Card,spell,Field,,,,,,362059,15,1,14
Trickstar Lilybell,Effect Monster,effect,Fairy,,800.0,2000.0,2.0,LIGHT,272343,6,0,6
Trickstar Live Stage,Spell Card,spell,Field,,,,,,97859,11,3,8
Trickstar Lycoris,Effect Monster,effect,Fairy,,1600.0,1200.0,3.0,LIGHT,334430,12,2,10
Trickstar Magical Laurel,Spell Card,spell,Equip,,,,,,119499,3,0,3
Trickstar Mandrake,Effect Monster,effect,Fairy,,0.0,1000.0,2.0,LIGHT,80364,3,1,2
Trickstar Narkissus,Effect Monster,effect,Fairy,,1000.0,1800.0,4.0,LIGHT,108925,3,1,2
Trickstar Nightshade,Effect Monster,effect,Fairy,,100.0,0.0,1.0,LIGHT,122200,5,0,5
Trickstar Noble Angel,Link Monster,link,Fairy,,2000.0,,,LIGHT,38861,0,0,0
Trickstar Reincarnation,Trap Card,trap,Normal,,,,,,564521,15,8,7
Trickstar Rhodode,Effect Monster,effect,Fairy,,1400.0,1900.0,4.0,LIGHT,72277,6,1,5
Tricky Spell 4,Spell Card,spell,Quick-Play,,,,,,66544,2,0,2
Tricorn the Cacophonous Concert,Tuner Monster,effect,Fiend,,0.0,0.0,2.0,DARK,25838,0,0,0
Tricular,Effect Monster,effect,Machine,,300.0,300.0,3.0,EARTH,22217,0,0,0
Trident Dragion,Synchro Monster,synchro,Dragon,,3000.0,2800.0,10.0,FIRE,426748,5,0,5
Trident Warrior,Effect Monster,effect,Warrior,,1800.0,1200.0,4.0,LIGHT,53790,0,0,0
Trifortressops,Effect Monster,effect,Machine,,1600.0,2800.0,6.0,DARK,31703,2,0,2
Triggered Summon,Trap Card,trap,Normal,,,,,,44942,0,0,0
Triggering Wurm,Effect Monster,effect,Dragon,,600.0,600.0,2.0,DARK,20758,1,2,-1
Trigon,Union Effect Monster,effect,Dragon,,500.0,1700.0,3.0,FIRE,29529,3,0,3
Triple Borrel Launch,Spell Card,spell,Quick-Play,,,,,,13166,0,0,0
Triple Burst Dragon,Link Monster,link,Dragon,,2400.0,,0.0,DARK,728637,4,2,2
Triple Star Trion,Effect Monster,effect,Warrior,,100.0,100.0,1.0,LIGHT,15140,0,1,-1
Triple Tactics Talent,Spell Card,spell,Normal,Limited,,,,,6086661,28,5,23
Triple Tactics Thrust,Spell Card,spell,Normal,,,,,,2907683,0,0,0
Triple-Headed Behemoth,Effect Monster,effect,Dragon,,1500.0,1200.0,4.0,WIND,11264,0,0,0
Tripod Fish,Effect Monster,effect,Fish,,300.0,1300.0,3.0,WATER,27244,1,1,0
Tripwire Beast,Normal Monster,normal,Thunder,,1200.0,1300.0,4.0,EARTH,263741,4,2,2
Trisborrel Dragon,Link Monster,link,Dragon,,2300.0,,,DARK,48561,0,0,0
"Trishula, Dragon of the Ice Barrier",Synchro Monster,synchro,Dragon,,2700.0,2000.0,9.0,WATER,1052321,217,8,209
"Trishula, the Dragon of Icy Imprisonment",Fusion Monster,fusion,Dragon,,2700.0,2000.0,9.0,WATER,240896,13,1,12
"Trishula, Zero Dragon of the Ice Barrier",Synchro Monster,synchro,Dragon,,2700.0,2000.0,11.0,WATER,318677,21,2,19
Trismagistus,Spell Card,spell,Continuous,,,,,,109464,0,0,0
"Tristan, Knight of the Underworld",Effect Monster,effect,Zombie,,1800.0,0.0,4.0,DARK,52471,3,1,2
"Trito Enneacraft - ""exapatisIA""",Pendulum Flip Effect Monster,effect_pendulum,Machine,,100.0,1000.0,1.0,EARTH,45797,0,0,0
Trivikarma,Trap Card,trap,Normal,,,,,,158545,0,0,0
Trojan Blast,Trap Card,trap,Normal,,,,,,21781,1,0,1
Trojan Gladiator Beast,Trap Card,trap,Normal,,,,,,34978,2,1,1
Troop Dragon,Effect Monster,effect,Dragon,,700.0,800.0,2.0,WIND,159695,8,4,4
Troposphere,Effect Monster,effect,Winged Beast,,2400.0,2000.0,6.0,WIND,11802,6,0,6
Truckroid,Effect Monster,effect,Machine,,1000.0,2000.0,4.0,EARTH,71138,0,0,0
True Draco Apocalypse,Trap Card,trap,Continuous,,,,,,256960,6,0,6
True Draco Heritage,Spell Card,spell,Continuous,,,,,,267704,3,1,2
"True King Agnimazud, the Vanisher",Effect Monster,effect,Wyrm,,2900.0,1900.0,9.0,FIRE,528855,19,0,19
"True King Bahrastos, the Fathomer",Effect Monster,effect,Wyrm,,1800.0,3000.0,9.0,WATER,259058,11,0,11
"True King Lithosagym, the Disaster",Effect Monster,effect,Wyrm,,2500.0,2300.0,9.0,EARTH,460604,18,5,13
True King of All Calamities,XYZ Monster,xyz,Wyrm,Forbidden,3000.0,3000.0,9.0,DARK,856303,39,196,-157
True King's Return,Trap Card,trap,Continuous,,,,,,206863,6,4,2
True Light,Trap Card,trap,Continuous,,,,,,567479,5,2,3
Trust Guardian,Tuner Monster,effect,Fairy,,0.0,800.0,3.0,LIGHT,27795,2,0,2
"Tsuchigumo, the Poisonous Mayakashi",Synchro Monster,synchro,Zombie,,2000.0,1800.0,5.0,EARTH,143639,3,2,1
"Tsukahagi, the Poisonous Mayakashi",Tuner Monster,effect,Zombie,,0.0,2000.0,2.0,EARTH,63064,3,0,3
Tsukumo Slash,Spell Card,spell,Quick-Play,,,,,,14666,5,0,5
Tsukuyomi,Spirit Monster,effect,Spellcaster,,1100.0,1400.0,4.0,DARK,473849,9,1,8
Tsumuha-Kutsunagi the Lord of Swords,Spirit Monster,effect,Warrior,,3000.0,3000.0,11.0,WIND,38325,0,0,0
Tsuru-Puru-Purun,Effect Monster,effect,Aqua,,450.0,500.0,2.0,WATER,14918,0,0,0
Tualatin,Effect Monster,effect,Fairy,,2800.0,2500.0,8.0,LIGHT,36430,5,0,5
Tune Warrior,Normal Tuner Monster,normal,Warrior,,1600.0,200.0,3.0,EARTH,59351,4,0,4
Tuned Magician,Gemini Monster,effect,Spellcaster,,1800.0,1600.0,4.0,WIND,51258,1,1,0
Tuner Capture,Trap Card,trap,Normal,,,,,,35818,2,1,1
Tuner's Barrier,Trap Card,trap,Normal,,,,,,18362,1,0,1
Tuner's High,Spell Card,spell,Normal,,,,,,27074,2,0,2
Tuner's Scheme,Trap Card,trap,Continuous,,,,,,14626,3,0,3
Tuning,Spell Card,spell,Normal,,,,,,826590,6,2,4
Tuning Gum,Tuner Monster,effect,Fiend,,400.0,1200.0,1.0,DARK,26875,2,1,1
Tuning Magician,Tuner Monster,effect,Spellcaster,,0.0,0.0,1.0,DARK,165403,4,5,-1
Tuningware,Effect Monster,effect,Machine,,100.0,300.0,1.0,LIGHT,158376,3,0,3
Turbo Booster,Effect Monster,effect,Machine,,0.0,0.0,1.0,EARTH,162904,5,3,2
Turbo Cannon,Synchro Monster,synchro,Machine,,0.0,0.0,3.0,FIRE,30135,5,0,5
Turbo Rocket,Tuner Monster,effect,Machine,,0.0,0.0,2.0,WIND,28098,5,1,4
Turbo Synchron,Tuner Monster,effect,Machine,,100.0,500.0,1.0,WIND,179803,3,3,0
Turbo Warrior,Synchro Monster,synchro,Warrior,,2500.0,1500.0,6.0,WIND,273912,3,1,2
Turbo-Tainted Hot Rod GT19,Flip Tuner Effect Monster,effect,Machine,,500.0,1500.0,3.0,FIRE,24792,0,0,0
Turn Silence,Spell Card,spell,Quick-Play,,,,,,112457,0,0,0
Turnabout,Trap Card,trap,Normal,,,,,,16462,1,1,0
Turning of the World,Spell Card,spell,Quick-Play,,,,,,80049,5,0,5
Turret Warrior,Effect Monster,effect,Warrior,,1200.0,2000.0,5.0,EARTH,63870,2,0,2
Turtle Bird,Normal Monster,normal,Aqua,,1900.0,1700.0,6.0,WATER,25241,6,10,-4
Turtle Oath,Spell Card,spell,Ritual,,,,,,148090,1,0,1
Turtle Tiger,Normal Monster,normal,Aqua,,1000.0,1500.0,4.0,WATER,269076,5,2,3
Turu-Purun,Normal Monster,normal,Aqua,,450.0,500.0,2.0,WATER,25513,3,2,1
Tutan Mask,Trap Card,trap,Counter,,,,,,129966,1,0,1
Twilight Cloth,Trap Card,trap,Normal,,,,,,20203,3,2,1
Twilight Eraser,Trap Card,trap,Normal,,,,,,35451,5,0,5
"Twilight Ninja Getsuga, the Shogun",Effect Monster,effect,Warrior,,2000.0,3000.0,8.0,DARK,95873,6,1,5
Twilight Ninja Jogen,Pendulum Effect Monster,effect_pendulum,Warrior,,2000.0,1000.0,7.0,DARK,88025,2,1,1
Twilight Ninja Kagen,Pendulum Effect Monster,effect_pendulum,Warrior,,0.0,2000.0,1.0,DARK,56273,5,0,5
"Twilight Ninja Nichirin, the Chunin",Effect Monster,effect,Warrior,,2300.0,1000.0,6.0,DARK,42637,3,0,3
Twilight Ninja Shingetsu,Effect Monster,effect,Warrior,,1500.0,100.0,4.0,DARK,59194,4,0,4
Twilight Rose Black Knight,Tuner Monster,effect,Plant,,1000.0,1000.0,3.0,DARK,92407,0,0,0
Twilight Rose Knight,Tuner Monster,effect,Warrior,,1000.0,1000.0,3.0,DARK,152565,4,2,2
Twilight Specter Rayrage,Pendulum Effect Monster,effect_pendulum,Dragon,,1000.0,1500.0,3.0,LIGHT,6861,0,0,0
Twilight Twin Dragons,Spell Card,spell,Normal,,,,,,34243,3,1,2
Twin Long Rods #2,Normal Monster,normal,Aqua,,850.0,700.0,3.0,WATER,71988,2,3,-1
Twin Photon Lizard,Fusion Monster,fusion,Dragon,,2400.0,1000.0,6.0,LIGHT,78058,1,1,0
Twin Pillars of Ice,Spell Card,spell,Quick-Play,,,,,,12358,0,0,0
Twin Swords of Flashing Light - Tryce,Spell Card,spell,Equip,,,,,,154065,4,0,4
Twin Triangle Dragon,Link Monster,link,Dragon,,1200.0,,,DARK,131565,5,0,5
